country,asn,prefix,file,batch,as_name
HK,3491,2400:8800::/32,/home/ipv6/periphery/result/APNIC/HK/PCCW/uniq_ips.txt,1000,PCCW Global
MY,4818,2001:4458::/32,/home/ipv6/periphery/result/APNIC/MY/DiGi_0/uniq_ips.txt,1000,DiGi Telecommunications Sdn Bhd., Digi Internet Exchange
MY,4788,2001:e68::/32,/home/ipv6/periphery/result/APNIC/MY/TelM/uniq_ips.txt,1000,TM TECHNOLOGY SERVICES SDN BHD
MY,4818,2402:1980::/32,/home/ipv6/periphery/result/APNIC/MY/DiGi_1/uniq_ips.txt,1000,"DiGi Telecommunications Sdn Bhd., Digi Internet Exchange"
JP,4713,2400:7800::/32,/home/ipv6/periphery/result/APNIC/JP/NTT_0/uniq_ips.txt,1000,NTT Communications Corporation
JP,4713,2400:7800::/32,/home/ipv6/periphery/result/APNIC/JP/NTT_1/uniq_ips.txt,1000,NTT Communications Corporation
JP,4685,2405:6580::/29,/home/ipv6/periphery/result/APNIC/JP/AN/uniq_ips.txt,1000,Asahi Net, Inc.
JP,2518,2404:7a80::/29,/home/ipv6/periphery/result/APNIC/JP/BL/uniq_ips.txt,1000,BIGLOBE Inc.
JP,2516,2001:268::/32,/home/ipv6/periphery/result/APNIC/JP/KDDI/uniq_ips.txt,1000,KDDI CORPORATION
JP,4725,2001:278::/32,/home/ipv6/periphery/result/APNIC/JP/SoB/uniq_ips.txt,1000,SoftBank Corp.
TH,4651,2001:c38::/32,/home/ipv6/periphery/result/APNIC/TH/CAT/uniq_ips.txt,1000,CAT Telecom Public Company Limited
TH,9587,2404:8d02::/32,/home/ipv6/periphery/result/APNIC/TH/Dtac/uniq_ips.txt,1000,DTAC NETWORK
TH,7470,2001:fb0::/31,/home/ipv6/periphery/result/APNIC/TH/TC/uniq_ips.txt,1000,TRUE INTERNET CORPORATION CO. LTD.
NZ,9790,2402:6000::/32,/home/ipv6/periphery/result/APNIC/NZ/2dgr_0/uniq_ips.txt,1000,Two Degrees Mobile Limited
NZ,9790,2404:4400::/28,/home/ipv6/periphery/result/APNIC/NZ/2dgr_1/uniq_ips.txt,1000,Two Degrees Mobile Limited
NZ,9500,2407:7000::/32,/home/ipv6/periphery/result/APNIC/NZ/ONZ/uniq_ips.txt,1000,One New Zealand Group Limited
AU,1221,2001:8000::/20,/home/ipv6/periphery/result/APNIC/AU/Tels_1/uniq_ips.txt,1000,Telstra Limited
AU,1221,2001:8000::/20,/home/ipv6/periphery/result/APNIC/AU/Tels_0/uniq_ips.txt,1000,Telstra Limited
AU,7474,2405:9000::/32,/home/ipv6/periphery/result/APNIC/AU/Optus/uniq_ips.txt,1000,SingTel Optus Pty Ltd
MO,4609,2001:f90::/32,/home/ipv6/periphery/result/APNIC/MO/CTM/uniq_ips.txt,1000,Companhia de Telecomunicacoes de Macau
PK,58470,2404:3100::/32,/home/ipv6/periphery/result/APNIC/PK/Mobl/uniq_ips.txt,1000,Mobilink, a subsidiary of the Orascom Telecom Holding,
PK,23674,2407:d000::/32,/home/ipv6/periphery/result/APNIC/PK/Nay/uniq_ips.txt,1000,Nayatel (Pvt) Ltd
ID,23693,2000::/5,/home/ipv6/periphery/result/APNIC/ID/Telk/uniq_ips.txt,1000,PT. Telekomunikasi Selular
ID,17451,2404:8000::/32,/home/ipv6/periphery/result/APNIC/ID/BN/uniq_ips.txt,1000,BIZNET NETWORKS
ID,24203,2400:9800::/32,/home/ipv6/periphery/result/APNIC/ID/XLA/uniq_ips.txt,1000,PT XL Axiata
VN,45899,2001:ee0::/32,/home/ipv6/periphery/result/APNIC/VN/VNPT/uniq_ips.txt,1000,VNPT Corp
VN,7552,2401:d800::/32,/home/ipv6/periphery/result/APNIC/VN/Vie/uniq_ips.txt,1000,Viettel Group
VN,18403,2405:4800::/30,/home/ipv6/periphery/result/APNIC/VN/FPT/uniq_ips.txt,1000,FPT Telecom Company
BH,8781,2001:1a10::/32,/home/ipv6/periphery/result/APNIC/BH/Oore_0/uniq_ips.txt,1000,Ooredoo Q.S.C.
BH,8781,2001:1a10::/32,/home/ipv6/periphery/result/APNIC/BH/Oore_1/uniq_ips.txt,1000,Ooredoo Q.S.C.
SG,4657,2406:3000::/30,/home/ipv6/periphery/result/APNIC/SG/StHub/uniq_ips.txt,1000,Starhub Ltd.
SG,3758,2001:c20::/32,/home/ipv6/periphery/result/APNIC/SG/SiNet/uniq_ips.txt,1000,SingNet Pte Ltd
PH,4775,2001:fd8::/32,/home/ipv6/periphery/result/APNIC/PH/GlbT/uniq_ips.txt,1000,"Globe Telecom (GMCR,INC)"
PH,9299,2001:4450::/29,/home/ipv6/periphery/result/APNIC/PH/PLDT/uniq_ips.txt,1000,Philippine Long Distance Telephone Co.
TW,17651,2405:7e00::/32,/home/ipv6/periphery/result/APNIC/TW/AN/uniq_ips.txt,1000,AboveNet Communications Taiwan Co., Ltd
TW,9674,2401:e180::/32,/home/ipv6/periphery/result/APNIC/TW/FE/uniq_ips.txt,1000,Far EastTone Telecommunication Co., Ltd.
TW,38841,2407:4d00::/32,/home/ipv6/periphery/result/APNIC/TW/kbro/uniq_ips.txt,1000,kbro CO. Ltd.
TW,1659,2001:288::/32,/home/ipv6/periphery/result/APNIC/TW/TAN/uniq_ips.txt,1000,Taiwan Academic Network (TANet) Information Center
KR,3559,2001:e60::/32,/home/ipv6/periphery/result/APNIC/KR/KT/uniq_ips.txt,1000,Korea Telecom
KR,3786,2406:5900::/32,/home/ipv6/periphery/result/APNIC/KR/LG/uniq_ips.txt,1000,LG DACOM Corporation

